season,player_id,first_name,last_name,player_name,position_x,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,person_id,position_y
2007,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',79.5,6' 7.5'',222.0,82.0,6' 10'',103.5,8' 7.5'',8.9,,,31.0,37.5,11.76,,3.26,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,201154,Al,Thornton,Al Thornton,SF,77.75,6' 5.75'',79.0,6' 7'',221.0,85.0,7' 1'',104.0,8' 8'',5.8,,,35.0,41.0,11.96,,3.16,9.0,,,,,,,,,,,,,,,,,,,,,,,,201154.0,Forward
2007,201229,Anthony,Tolliver,Anthony Tolliver,PF,79.0,6' 7'',80.5,6' 8.5'',242.0,86.5,7' 2.5'',107.5,8' 11.5'',5.7,,,28.5,30.0,11.49,,3.29,21.0,,,,,,,,,,,,,,,,,,,,,,,,201229.0,Forward
2007,12233,Ali,Traore,Ali Traore,C-PF,80.75,6' 8.75'',81.75,6' 9.75'',249.0,88.0,7' 4'',108.5,9' 0.5'',12.1,,,25.0,29.0,12.16,,3.52,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12234,Kyle,Visser,Kyle Visser,C,82.0,6' 10'',83.5,6' 11.5'',242.0,83.0,6' 11'',108.0,9' 0'',10.2,,,26.0,29.0,12.6,,3.39,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,201208,Darryl,Watkins,Darryl Watkins,C,80.75,6' 8.75'',82.25,6' 10.25'',241.0,87.0,7' 3'',110.0,9' 2'',6.9,,,26.5,31.0,11.65,,3.56,14.0,,,,,,,,,,,,,,,,,,,,,,,,201208.0,Center
2007,12235,Major,Wingate,Major Wingate,C,80.5,6' 8.5'',82.75,6' 10.75'',242.0,88.0,7' 4'',109.0,9' 1'',6.7,,,27.5,30.5,12.14,,3.47,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12236,DaShaun,Wood,DaShaun Wood,PG,70.75,5' 10.75'',71.5,5' 11.5'',167.0,72.75,6' 0.75'',92.0,7' 8'',5.4,,,31.5,34.5,11.4,,3.23,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,201153,Julian,Wright,Julian Wright,SF-PF,78.5,6' 6.5'',80.5,6' 8.5'',211.0,86.25,7' 2.25'',108.0,9' 0'',6.1,,,28.5,33.5,11.48,,3.36,2.0,,,,,,,,,,,,,,,,,,,,,,,,201153.0,Forward
2007,201148,Brandan,Wright,Brandan Wright,PF,80.75,6' 8.75'',82.0,6' 10'',200.0,87.75,7' 3.75'',108.5,9' 0.5'',5.8,,,30.5,35.5,11.76,,3.31,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,12237,Avis,Wyatt,Avis Wyatt,PF,80.75,6' 8.75'',81.5,6' 9.5'',212.0,85.0,7' 1'',107.0,8' 11'',3.3,,,27.5,32.0,11.46,,3.23,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007,201156,Nick,Young,Nick Young,SG-SF,77.0,6' 5'',78.75,6' 6.75'',206.0,84.0,7' 0'',100.5,8' 4.5'',6.8,,,39.5,40.5,11.0,,3.25,6.0,,,,,,,,,,,,,,,,,,,,,,,,201156.0,Guard-Forward
2007,201152,Thaddeus,Young,Thaddeus Young,SF,77.75,6' 5.75'',79.5,6' 7.5'',210.0,83.5,6' 11.5'',106.0,8' 10'',4.9,,,34.5,37.0,11.06,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,201152.0,Forward
2008,201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',80.25,6' 8.25'',220.0,83.5,6' 11.5'',106.0,8' 10'',5.8,,,32.5,38.5,11.33,,2.99,24.0,,,,,,,,,,,,,,,,,,,,,,,,201570.0,Forward
2008,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',80.5,6' 8.5'',216.0,82.75,6' 10.75'',107.0,8' 11'',7.3,,,28.5,30.0,12.18,,3.14,12.0,,,,,,,,,,,,,,,,,,,,,,,,201589.0,Forward
2008,201571,D.J.,Augustin,D.J. Augustin,PG,70.0,5' 10'',71.5,5' 11.5'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',8.1,,,28.5,35.0,11.27,,3.07,2.0,,,,,,,,,,,,,,,,,,,,,,,,201571.0,Guard
2008,201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',75.0,6' 3'',204.0,75.5,6' 3.5'',97.0,8' 1'',4.7,,,31.0,38.0,11.26,,3.07,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201563,Michael,Beasley,Michael Beasley,PF-SF,79.0,6' 7'',80.25,6' 8.25'',239.0,84.25,7' 0.25'',107.0,8' 11'',7.7,,,30.0,35.0,11.06,,3.24,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',184.0,77.0,6' 5'',98.0,8' 2'',5.7,,,24.5,29.5,10.68,,3.24,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70.0,5' 10'',71.0,5' 11'',166.0,73.75,6' 1.75'',94.0,7' 10'',8.1,,,30.0,34.0,11.59,,3.25,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12241,Takais,Brown,Takais Brown,PF,79.25,6' 7.25'',80.5,6' 8.5'',252.0,82.0,6' 10'',106.0,8' 10'',9.2,,,29.0,31.0,12.47,,3.25,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201812,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',190.0,79.25,6' 7.25'',104.5,8' 8.5'',4.0,,,26.0,27.0,11.65,,3.28,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',74.5,6' 2.5'',201.0,78.25,6' 6.25'',97.5,8' 1.5'',5.6,,,29.5,34.5,11.19,,3.19,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12242,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',83.0,6' 11'',229.6,83.25,6' 11.25'',108.0,9' 0'',10.8,,,24.0,26.5,11.87,,3.52,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12245,Joe,Crawford,Joe Crawford,SG,75.0,6' 3'',76.0,6' 4'',213.0,77.75,6' 5.75'',99.5,8' 3.5'',7.6,,,31.0,36.0,11.67,,3.22,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12246,Chris,Daniels,Chris Daniels,C-PF,80.25,6' 8.25'',81.5,6' 9.5'',256.0,84.5,7' 0.5'',109.0,9' 1'',16.1,,,26.0,28.5,12.72,,3.56,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201595,Joey,Dorsey,Joey Dorsey,PF-C,78.25,6' 6.25'',79.25,6' 7.25'',265.0,85.75,7' 1.75'',107.0,8' 11'',9.0,,,27.5,33.0,11.84,,3.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12247,Marcus,Dove,Marcus Dove,SF-PF,78.75,6' 6.75'',79.5,6' 7.5'',208.0,83.5,6' 11.5'',105.0,8' 9'',5.3,,,27.5,33.5,11.59,,3.26,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12248,Josh,Duncan,Josh Duncan,PF,80.0,6' 8'',81.0,6' 9'',230.0,83.5,6' 11.5'',104.5,8' 8.5'',5.4,,,28.0,32.0,12.47,,3.26,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12249,Frank,Elegar,Frank Elegar,PF,79.25,6' 7.25'',80.75,6' 8.75'',210.0,87.25,7' 3.25'',106.0,8' 10'',4.5,,,33.5,37.5,11.86,,3.17,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,SF-PF,78.0,6' 6'',79.25,6' 7.25'',224.0,84.25,7' 0.25'',97.5,8' 1.5'',9.4,,,35.0,42.0,11.77,,3.43,2.0,,,,,,,,,,,,,,,,,,,,,,,,201607.0,Forward
2008,201814,Gary,Forbes,Gary Forbes,SG,76.5,6' 4.5'',77.75,6' 5.75'',220.5,83.25,6' 11.25'',104.5,8' 8.5'',6.5,,,27.5,33.5,11.45,,3.25,13.0,,,,,,,,,,,,,,,,,,,,,,,,201814.0,Forward
2008,12250,Shan,Foster,Shan Foster,SG,76.0,6' 4'',77.25,6' 5.25'',194.5,83.5,6' 11.5'',103.5,8' 7.5'',6.3,,,30.0,33.0,12.3,,3.24,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12251,James,Gist,James Gist,PF,79.0,6' 7'',80.5,6' 8.5'',220.0,88.0,7' 4'',107.5,8' 11.5'',4.8,,,30.5,35.0,11.37,,3.14,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12252,Vladimir,Golubovic,Vladimir Golubovic,C,83.25,6' 11.25'',84.25,7' 0.25'',258.0,86.5,7' 2.5'',111.5,9' 3.5'',6.9,,,21.5,27.0,12.4,,3.33,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201569,Eric,Gordon,Eric Gordon,SG,74.0,6' 2'',75.25,6' 3.25'',222.0,81.0,6' 9'',99.0,8' 3'',8.2,,,32.0,40.0,10.81,,3.01,15.0,,,,,,,,,,,,,,,,,,,,,,,,201569.0,Guard
2008,201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,6' 6.75'',79.75,6' 7.75'',290.0,82.25,6' 10.25'',106.0,8' 10'',17.4,,,24.5,27.5,12.16,,3.32,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201590,Donte,Greene,Donte Greene,SF-PF,80.25,6' 8.25'',81.0,6' 9'',221.0,82.0,6' 10'',108.0,9' 0'',7.6,,,27.5,31.5,11.21,,3.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,201590.0,Forward
2008,201612,Malik,Hairston,Malik Hairston,SG,76.25,6' 4.25'',77.25,6' 5.25'',204.0,81.0,6' 9'',103.5,8' 7.5'',6.9,,,30.5,38.0,11.33,,3.08,13.0,,,,,,,,,,,,,,,,,,,,,,,,201612.0,Guard
2008,201614,DeVon,Hardin,DeVon Hardin,C-PF,81.5,6' 9.5'',82.75,6' 10.75'',235.0,87.0,7' 3'',109.5,9' 1.5'',5.8,,,29.5,32.0,11.49,,3.33,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201613,Richard,Hendrix,Richard Hendrix,PF,78.75,6' 6.75'',80.75,6' 8.75'',250.0,87.0,7' 3'',108.0,9' 0'',9.2,,,26.5,28.0,10.62,,3.27,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201588,George,Hill,George Hill,PG,73.25,6' 1.25'',74.5,6' 2.5'',181.0,81.0,6' 9'',97.5,8' 1.5'',3.0,,,34.0,37.5,12.2,,3.07,9.0,,,,,,,,,,,,,,,,,,,,,,,,201588.0,Guard
2008,12254,Kyle,Hines,Kyle Hines,SF-PF,75.75,6' 3.75'',77.25,6' 5.25'',234.0,85.25,7' 1.25'',104.5,8' 8.5'',3.6,,,28.5,33.0,12.17,,3.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12255,Jiri,Hubalek,Jiri Hubalek,C-PF,81.5,6' 9.5'',83.0,6' 11'',226.0,82.75,6' 10.75'',109.0,9' 1'',8.8,,,20.5,26.0,12.26,,3.54,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201991,Lester,Hudson,Lester Hudson,PG,71.75,5' 11.75'',73.0,6' 1'',196.0,80.75,6' 8.75'',98.5,8' 2.5'',3.4,,,30.5,36.0,11.15,,3.16,12.0,,,,,,,,,,,,,,,,,,,,,,,,201991.0,Guard
2008,201629,Othello,Hunter,Othello Hunter,PF-SF,78.5,6' 6.5'',79.5,6' 7.5'',220.0,87.0,7' 3'',109.5,9' 1.5'',6.4,,,28.0,34.5,11.51,,3.18,7.0,,,,,,,,,,,,,,,,,,,,,,,,201629.0,
2008,201616,Darnell,Jackson,Darnell Jackson,PF,79.0,6' 7'',79.75,6' 7.75'',240.5,83.25,6' 11.25'',106.5,8' 10.5'',12.5,,,27.0,31.0,11.75,,3.26,11.0,,,,,,,,,,,,,,,,,,,,,,,,201616.0,Forward
2008,12257,Davon,Jefferson,Davon Jefferson,SF,77.25,6' 5.25'',78.5,6' 6.5'',213.0,81.5,6' 9.5'',105.0,8' 9'',12.0,,,27.0,32.0,12.02,,3.36,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12258,Joseph,Jones,Joseph Jones,PF,79.0,6' 7'',80.5,6' 8.5'',240.0,84.25,7' 0.25'',107.0,8' 11'',12.2,,,25.5,31.0,11.61,,3.33,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201599,DeAndre,Jordan,DeAndre Jordan,C,81.75,6' 9.75'',83.0,6' 11'',250.0,90.0,7' 6'',113.5,9' 5.5'',7.5,,,26.0,30.5,12.3,,3.27,8.0,,,,,,,,,,,,,,,,,,,,,,,,201599.0,Center
2008,12253,Sasha,Kaun,Sasha Kaun,C-PF,81.0,6' 9'',82.75,6' 10.75'',247.0,88.0,7' 4'',110.0,9' 2'',9.6,,,29.0,32.0,12.06,,3.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12260,Marcelus,Kemp,Marcelus Kemp,SG,75.0,6' 3'',76.25,6' 4.25'',221.0,80.5,6' 8.5'',103.5,8' 7.5'',9.0,,,26.0,30.0,11.79,,3.39,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12261,Maarty,Leunen,Maarty Leunen,SF,79.25,6' 7.25'',80.5,6' 8.5'',222.0,80.0,6' 8'',102.5,8' 6.5'',8.9,,,29.5,34.5,11.57,,3.36,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201572,Brook,Lopez,Brook Lopez,C,83.25,6' 11.25'',84.5,7' 0.5'',258.0,89.5,7' 5.5'',113.0,9' 5'',6.3,,,27.5,30.5,12.77,,3.57,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201567,Kevin,Love,Kevin Love,PF,79.75,6' 7.75'',81.5,6' 9.5'',255.0,83.25,6' 11.25'',106.0,8' 10'',12.9,,,29.5,35.0,11.17,,3.22,18.0,,,,,,,,,,,,,,,,,,,,,,,,201567.0,Forward-Center
2008,12262,Aleks,Maric,Aleks Maric,C,81.75,6' 9.75'',82.75,6' 10.75'',273.0,85.0,7' 1'',109.5,9' 1.5'',10.1,,,23.0,28.0,11.76,,3.35,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201564,O.J.,Mayo,O.J. Mayo,SG-PG,75.25,6' 3.25'',76.25,6' 4.25'',200.0,78.0,6' 6'',99.5,8' 3.5'',6.3,,,30.5,41.0,11.04,,3.14,7.0,,,,,,,,,,,,,,,,,,,,,,,,201564.0,Guard
2008,201651,James,Mays,James Mays,PF,78.75,6' 6.75'',79.75,6' 7.75'',227.0,85.75,7' 1.75'',105.0,8' 9'',8.8,,,29.5,35.0,11.23,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201601,Luc,Mbah a Moute,Luc Mbah a Moute,SF,77.75,6' 5.75'',79.5,6' 7.5'',221.0,86.5,7' 2.5'',103.5,8' 7.5'',7.0,,,32.0,38.5,11.71,,3.17,11.0,,,,,,,,,,,,,,,,,,,,,,,,201601.0,Forward
2008,201580,JaVale,McGee,JaVale McGee,C-PF,83.0,6' 11'',84.0,7' 0'',241.0,90.0,7' 6'',114.5,9' 6.5'',5.3,,,27.0,32.5,12.75,,3.25,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12263,Drew,Neitzel,Drew Neitzel,PG,71.75,5' 11.75'',72.75,6' 0.75'',175.5,74.5,6' 2.5'',95.0,7' 11'',6.2,,,25.5,32.0,11.19,,3.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201634,DeMarcus,Nelson,DeMarcus Nelson,PG-SG,73.0,6' 1'',74.25,6' 2.25'',198.0,82.0,6' 10'',98.5,8' 2.5'',4.5,,,34.5,38.5,10.54,,3.13,19.0,,,,,,,,,,,,,,,,,,,,,,,,201634.0,Guard
2008,201624,David,Padgett,David Padgett,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',239.5,85.0,7' 1'',109.5,9' 1.5'',9.0,,,24.0,28.0,12.45,,3.45,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12264,Jeremy,Pargo,Jeremy Pargo,PG,72.5,6' 0.5'',73.5,6' 1.5'',208.0,77.0,6' 5'',96.0,8' 0'',7.6,,,32.0,37.0,10.65,,3.07,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12265,Trent,Plaisted,Trent Plaisted,PF,81.25,6' 9.25'',82.25,6' 10.25'',240.0,82.5,6' 10.5'',105.5,8' 9.5'',11.0,,,30.5,35.5,11.32,,3.17,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12266,Quan,Prowell,Quan Prowell,SF-PF,78.75,6' 6.75'',79.75,6' 7.75'',225.5,82.5,6' 10.5'',103.5,8' 7.5'',6.5,,,32.0,36.0,11.79,,3.14,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12267,Shaun,Pruitt,Shaun Pruitt,C-PF,80.25,6' 8.25'',81.0,6' 9'',242.2,85.0,7' 1'',107.5,8' 11.5'',13.8,,,27.0,32.5,11.3,,3.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201576,Anthony,Randolph,Anthony Randolph,PF-SF,81.0,6' 9'',82.25,6' 10.25'',197.0,87.0,7' 3'',109.0,9' 1'',4.7,,,29.0,35.0,11.86,,3.26,7.0,,,,,,,,,,,,,,,,,,,,,,,,201576.0,
2008,12268,Charles,Rhodes,Charles Rhodes,PF,79.25,6' 7.25'',80.25,6' 8.25'',244.0,83.25,6' 11.25'',107.5,8' 11.5'',10.7,,,26.5,33.5,11.51,,3.13,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12269,Brian,Roberts,Brian Roberts,PG,72.25,6' 0.25'',73.25,6' 1.25'',173.0,73.25,6' 1.25'',95.0,7' 11'',3.6,,,31.5,36.5,10.65,,3.05,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201781,Russell,Robinson,Russell Robinson,PG,72.5,6' 0.5'',73.5,6' 1.5'',196.0,80.0,6' 8'',100.5,8' 4.5'',7.4,,,25.0,31.5,11.3,,3.15,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201565,Derrick,Rose,Derrick Rose,PG,73.5,6' 1.5'',74.5,6' 2.5'',196.0,80.0,6' 8'',98.5,8' 2.5'',4.6,,,34.5,40.0,11.69,,3.05,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12271,Ronald,Steele,Ronald Steele,PG,72.25,6' 0.25'',73.5,6' 1.5'',183.5,76.25,6' 4.25'',97.5,8' 1.5'',8.1,,,25.0,29.5,11.08,,3.26,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201446,Mike,Taylor,Mike Taylor,SG-PG,72.75,6' 0.75'',74.0,6' 2'',166.2,79.25,6' 7.25'',98.0,8' 2'',3.8,,,31.0,39.0,10.98,,3.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,201446.0,Guard
2008,12272,Bryce,Taylor,Bryce Taylor,SG,74.75,6' 2.75'',76.25,6' 4.25'',210.0,81.0,6' 9'',99.5,8' 3.5'',8.3,,,34.5,41.0,11.08,,3.19,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201872,Mark,Tyndale,Mark Tyndale,SG-SF,74.75,6' 2.75'',75.5,6' 3.5'',217.0,83.0,6' 11'',103.5,8' 7.5'',6.7,,,27.0,33.5,12.52,,3.14,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12273,Robert,Vaden,Robert Vaden,SG,75.5,6' 3.5'',76.5,6' 4.5'',199.0,80.0,6' 8'',101.0,8' 5'',6.2,,,26.0,29.5,11.97,,3.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201622,Deron,Washington,Deron Washington,SF,77.25,6' 5.25'',78.25,6' 6.25'',198.5,81.0,6' 9'',102.5,8' 6.5'',7.2,,,34.0,40.0,11.03,,3.09,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,201603,Sonny,Weems,Sonny Weems,SG-SF,76.0,6' 4'',77.5,6' 5.5'',193.0,82.0,6' 10'',104.0,8' 8'',4.4,,,29.0,36.5,10.58,,2.96,12.0,,,,,,,,,,,,,,,,,,,,,,,,201603.0,Guard-Forward
2008,201566,Russell,Westbrook,Russell Westbrook,PG,74.25,6' 2.25'',75.5,6' 3.5'',192.0,79.75,6' 7.75'',100.0,8' 4'',4.8,,,30.0,36.5,10.98,,3.08,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008,199,Reggie,Williams,Reggie Williams,SG,75.25,6' 3.25'',76.0,6' 4'',199.0,81.25,6' 9.25'',103.0,8' 7'',5.3,,,31.5,36.5,11.32,,3.07,15.0,,,,,,,,,,,,,,,,,,,,,,,,199.0,
2009,202399,Jeff,Adrien,Jeff Adrien,PF,77.25,6' 5.25'',78.5,6' 6.5'',236.2,86.0,7' 2'',107.5,8' 11.5'',7.9,,,27.5,31.5,11.34,,3.32,16.0,,,,,,,,,,,,,,,,,,,,,,,,202399.0,
2009,201965,Jeff,Ayres,Jeff Ayres,PF,80.75,6' 8.75'',82.0,6' 10'',239.6,85.0,7' 1'',107.0,8' 11'',5.5,,,31.0,35.0,11.98,,3.14,15.0,,,,,,,,,,,,,,,,,,,,,,,,201965.0,Forward-Center
2009,201958,Rodrigue,Beaubois,Rodrigue Beaubois,PG,73.25,6' 1.25'',74.25,6' 2.25'',182.4,81.75,6' 9.75'',100.0,8' 4'',7.9,,,29.5,39.0,10.49,,3.15,3.0,,,,,,,,,,,,,,,,,,,,,,,,201958.0,Guard
2009,201971,DeJuan,Blair,DeJuan Blair,PF,77.25,6' 5.25'',78.5,6' 6.5'',276.6,86.0,7' 2'',106.5,8' 10.5'',12.0,,,26.0,33.0,11.5,,3.45,18.0,,,,,,,,,,,,,,,,,,,,,,,,201971.0,Center-Forward
2009,201974,Derrick,Brown,Derrick Brown,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',224.6,86.5,7' 2.5'',107.5,8' 11.5'',8.6,,,30.5,35.5,11.26,,3.13,20.0,,,,,,,,,,,,,,,,,,,,,,,,201974.0,Forward
2009,201978,Chase,Budinger,Chase Budinger,SF-SG,78.25,6' 6.25'',79.0,6' 7'',206.4,79.0,6' 7'',101.0,8' 5'',10.0,,,29.5,38.5,11.08,,3.24,10.0,,,,,,,,,,,,,,,,,,,,,,,,201978.0,Forward
2009,201956,Omri,Casspi,Omri Casspi,SF,79.75,6' 7.75'',81.25,6' 9.25'',211.2,81.25,6' 9.25'',106.5,8' 10.5'',8.6,,,25.5,32.5,11.15,,3.28,2.0,,,,,,,,,,,,,,,,,,,,,,,,201956.0,Forward
2009,12275,Dionte,Christmas,Dionte Christmas,SG,76.25,6' 4.25'',77.5,6' 5.5'',210.8,81.0,6' 9'',102.5,8' 6.5'',7.1,,,27.0,33.5,10.83,,3.21,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009,201947,Earl,Clark,Earl Clark,SF-PF,80.5,6' 8.5'',82.25,6' 10.25'',228.4,86.5,7' 2.5'',109.5,9' 1.5'',5.2,,,28.5,33.0,11.17,,3.35,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009,201954,Darren,Collison,Darren Collison,PG,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',5.7,,,30.5,33.5,10.45,,3.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,201954.0,Guard
2009,201967,Dante,Cunningham,Dante Cunningham,PF,79.0,6' 7'',80.25,6' 8.25'',227.4,83.0,6' 11'',106.5,8' 10.5'',4.8,,,28.0,35.0,11.18,,3.26,18.0,,,,,,,,,,,,,,,,,,,,,,,,201967.0,Forward
2009,201939,Stephen,Curry,Stephen Curry,PG-SG,74.0,6' 2'',75.25,6' 3.25'',181.0,75.5,6' 3.5'',97.0,8' 1'',5.7,,,29.5,35.5,11.07,,3.28,10.0,,,,,,,,,,,,,,,,,,,,,,,,201939.0,Guard
2009,201948,Austin,Daye,Austin Daye,SF-PF,81.75,6' 9.75'',82.75,6' 10.75'',191.8,86.75,7' 2.75'',110.0,9' 2'',5.5,,,25.0,28.0,12.11,,3.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,201948.0,Forward
2009,201942,DeMar,DeRozan,DeMar DeRozan,SG-SF,77.5,6' 5.5'',78.5,6' 6.5'',211.2,81.0,6' 9'',102.5,8' 6.5'',4.9,,,29.0,38.5,11.88,,3.31,5.0,,,,,,,,,,,,,,,,,,,,,,,,201942.0,Guard-Forward
2009,201962,Toney,Douglas,Toney Douglas,PG,73.0,6' 1'',74.0,6' 2'',183.4,78.0,6' 6'',97.5,8' 1.5'',5.2,,,28.0,32.5,10.63,,3.03,15.0,,,,,,,,,,,,,,,,,,,,,,,,201962.0,Guard
2009,201961,Wayne,Ellington,Wayne Ellington,SG,76.25,6' 4.25'',77.25,6' 5.25'',202.4,78.5,6' 6.5'',100.0,8' 4'',5.5,,,31.5,38.0,11.14,,3.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,201961.0,Guard
2009,201936,Tyreke,Evans,Tyreke Evans,PG-SG,76.0,6' 4'',77.25,6' 5.25'',220.6,83.25,6' 11.25'',104.0,8' 8'',7.1,,,28.5,34.0,11.81,,3.17,7.0,,,,,,,,,,,,,,,,,,,,,,,,201936.0,Guard
2009,201938,Jonny,Flynn,Jonny Flynn,PG,71.25,5' 11.25'',72.75,6' 0.75'',195.6,76.0,6' 4'',95.5,7' 11.5'',6.3,,,33.0,40.0,10.86,,3.23,10.0,,,,,,,,,,,,,,,,,,,,,,,,201938.0,Guard
2009,201959,Taj,Gibson,Taj Gibson,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',6.6,,,25.5,30.0,11.56,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,201959.0,Forward
2009,201980,Danny,Green,Danny Green,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208.0,82.0,6' 10'',103.0,8' 7'',5.6,,,29.0,33.0,11.3,,3.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,201980.0,Guard
2009,201933,Blake,Griffin,Blake Griffin,PF,80.5,6' 8.5'',82.0,6' 10'',248.4,83.25,6' 11.25'',105.0,8' 9'',8.2,,,32.0,35.5,10.95,,3.28,22.0,,,,,,,,,,,,,,,,,,,,,,,,201933.0,Forward
